##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	Nt1_S1_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	55252796
Sequences flagged as poor quality	0
Sequence length	35-76
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.922360725419217	32.0	32.0	32.0	32.0	32.0
2	31.011056997006992	32.0	32.0	32.0	32.0	32.0
3	31.050556482245714	32.0	32.0	32.0	32.0	32.0
4	31.16676931607226	32.0	32.0	32.0	32.0	32.0
5	31.059534851412767	32.0	32.0	32.0	32.0	32.0
6	34.26771913949839	36.0	36.0	36.0	32.0	36.0
7	34.33779675149833	36.0	36.0	36.0	32.0	36.0
8	34.17601701097624	36.0	36.0	36.0	32.0	36.0
9	34.43550199703921	36.0	36.0	36.0	32.0	36.0
10-11	34.34547798268888	36.0	36.0	36.0	32.0	36.0
12-13	34.3571016749994	36.0	36.0	36.0	32.0	36.0
14-15	34.36123047058107	36.0	36.0	36.0	32.0	36.0
16-17	34.32291736874275	36.0	36.0	36.0	32.0	36.0
18-19	34.32403222635104	36.0	36.0	36.0	32.0	36.0
20-21	34.28415010889223	36.0	36.0	36.0	32.0	36.0
22-23	34.24312275527197	36.0	36.0	36.0	32.0	36.0
24-25	34.191125151386004	36.0	36.0	36.0	32.0	36.0
26-27	34.06983260177458	36.0	36.0	36.0	32.0	36.0
28-29	34.02261440307926	36.0	36.0	36.0	32.0	36.0
30-31	33.96250489296506	36.0	36.0	36.0	32.0	36.0
32-33	33.90838929671541	36.0	36.0	36.0	32.0	36.0
34-35	33.90922076595002	36.0	36.0	36.0	32.0	36.0
36-37	33.88947909332008	36.0	36.0	36.0	32.0	36.0
38-39	33.85005273706125	36.0	36.0	36.0	32.0	36.0
40-41	33.80202492037054	36.0	36.0	36.0	32.0	36.0
42-43	33.771778827820285	36.0	36.0	36.0	32.0	36.0
44-45	33.71813520186039	36.0	36.0	36.0	29.5	36.0
46-47	33.68711384529179	36.0	36.0	36.0	27.0	36.0
48-49	33.622207568562736	36.0	36.0	36.0	27.0	36.0
50-51	33.556672722891875	36.0	36.0	36.0	27.0	36.0
52-53	33.48453709633303	36.0	36.0	36.0	27.0	36.0
54-55	33.418265875141714	36.0	36.0	36.0	27.0	36.0
56-57	33.32051024873256	36.0	36.0	36.0	21.0	36.0
58-59	33.23677818468343	36.0	36.0	36.0	21.0	36.0
60-61	33.16513302812101	36.0	36.0	36.0	21.0	36.0
62-63	33.06948730546607	36.0	36.0	36.0	21.0	36.0
64-65	32.99775811889397	36.0	32.0	36.0	21.0	36.0
66-67	32.9174451669231	36.0	32.0	36.0	21.0	36.0
68-69	32.86932446577645	36.0	32.0	36.0	21.0	36.0
70-71	32.82064743013147	36.0	32.0	36.0	21.0	36.0
72-73	32.760857400935194	36.0	32.0	36.0	17.5	36.0
74-75	32.69583507149495	36.0	32.0	36.0	14.0	36.0
76	31.276698684861973	36.0	32.0	36.0	14.0	36.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
11101	1	0.08882575250185809
11101	2	0.0771747164149943
11101	3	0.12608429698861556
11101	4	-4.1657222954682993E-4
11101	5	0.048760688433961974
11101	6	0.028009035925258274
11101	7	0.10050257264998663
11101	8	0.1047525368446145
11101	9	0.12580718481632402
11101	10-11	0.05870892961029739
11101	12-13	0.03975585180374708
11101	14-15	0.11120596268655447
11101	16-17	0.13338915516821714
11101	18-19	0.11280632813819835
11101	20-21	0.20620323710087973
11101	22-23	0.08979986710070165
11101	24-25	0.108827417411959
11101	26-27	0.051162178355937726
11101	28-29	0.09708693245288202
11101	30-31	0.041992395108316316
11101	32-33	0.22000345855609993
11101	34-35	0.14592919309471597
11101	36-37	0.11667690532359387
11101	38-39	0.1927099426497847
11101	40-41	0.12997417849329906
11101	42-43	0.27483195971257146
11101	44-45	0.23332507732223462
11101	46-47	0.19702989253801917
11101	48-49	0.21754437154400108
11101	50-51	0.2555350347005003
11101	52-53	0.21816906180384166
11101	54-55	0.2508677361416858
11101	56-57	0.28276712956146355
11101	58-59	0.3506668821798584
11101	60-61	0.2464123065051993
11101	62-63	0.3317364934067726
11101	64-65	0.2764738709438035
11101	66-67	0.22946892876771585
11101	68-69	0.21204264287232633
11101	70-71	0.32527327394657846
11101	72-73	0.2829928922360665
11101	74-75	0.18086308630844172
11101	76	0.500824347047228
11102	1	0.012371846156845834
11102	2	0.013410445446560004
11102	3	0.022481009931610174
11102	4	-0.00822960367775849
11102	5	0.05199350401326441
11102	6	0.08715260332934349
11102	7	0.08569025804548147
11102	8	0.1419429083267758
11102	9	0.08531945915974148
11102	10-11	0.04897093485404724
11102	12-13	0.04287893968546541
11102	14-15	0.03548576891969901
11102	16-17	0.06313290884591538
11102	18-19	0.1382727713168137
11102	20-21	0.09728449273309536
11102	22-23	0.09540708357918959
11102	24-25	0.07406946811373416
11102	26-27	0.10548351015939517
11102	28-29	0.040534810210253625
11102	30-31	0.07542490113803524
11102	32-33	0.019048495829700585
11102	34-35	0.10129702909537741
11102	36-37	0.15029933188110078
11102	38-39	0.07376682559577574
11102	40-41	0.0577449788579969
11102	42-43	0.05514260306657803
11102	44-45	0.04817276125232439
11102	46-47	0.11645141401424297
11102	48-49	0.08966402779137894
11102	50-51	0.13151150047215765
11102	52-53	0.113322871990583
11102	54-55	0.23131857267337352
11102	56-57	0.220456517932881
11102	58-59	0.2629884572116481
11102	60-61	0.2900650580444477
11102	62-63	0.13012563907862784
11102	64-65	0.12746693591522273
11102	66-67	0.20145551097106562
11102	68-69	0.14925652074239082
11102	70-71	0.2690836000665584
11102	72-73	0.21242356899430348
11102	74-75	0.1754818259620734
11102	76	0.4106357503591944
11103	1	-0.04315741496384362
11103	2	0.053879970924182174
11103	3	0.02538922889878492
11103	4	0.018564464068468567
11103	5	0.02225949812613237
11103	6	-0.04444219977489183
11103	7	0.03807120520001206
11103	8	0.017790141664221437
11103	9	-0.05285601762633263
11103	10-11	-0.006458220627521882
11103	12-13	-0.05461147428877666
11103	14-15	0.023386096202798967
11103	16-17	0.07671069383906115
11103	18-19	-0.007598446520795221
11103	20-21	-0.011993868625857829
11103	22-23	-0.023703340547378104
