##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	Nt3_S3_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	78425828
Sequences flagged as poor quality	0
Sequence length	20-76
%GC	42
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.99373183538464	32.0	32.0	32.0	32.0	32.0
2	30.599140030756192	32.0	32.0	32.0	32.0	32.0
3	30.67639428684132	32.0	32.0	32.0	32.0	32.0
4	30.78787432119939	32.0	32.0	32.0	32.0	32.0
5	30.87488484023401	32.0	32.0	32.0	32.0	32.0
6	34.04751650183407	36.0	36.0	36.0	32.0	36.0
7	34.08803419965167	36.0	36.0	36.0	32.0	36.0
8	33.94839304724969	36.0	36.0	36.0	32.0	36.0
9	34.17975686530208	36.0	36.0	36.0	32.0	36.0
10-11	34.07895434651962	36.0	36.0	36.0	32.0	36.0
12-13	34.05161844768792	36.0	36.0	36.0	32.0	36.0
14-15	34.00871823756837	36.0	36.0	36.0	32.0	36.0
16-17	33.953735878950496	36.0	36.0	36.0	32.0	36.0
18-19	33.9284564072438	36.0	36.0	36.0	32.0	36.0
20-21	33.910520789877225	36.0	36.0	36.0	32.0	36.0
22-23	33.90128964108508	36.0	36.0	36.0	32.0	36.0
24-25	33.8919234889323	36.0	36.0	36.0	32.0	36.0
26-27	33.875165404839066	36.0	36.0	36.0	32.0	36.0
28-29	33.86481057712413	36.0	36.0	36.0	32.0	36.0
30-31	33.834172874500425	36.0	36.0	36.0	32.0	36.0
32-33	33.80857719290614	36.0	36.0	36.0	32.0	36.0
34-35	33.81473156197241	36.0	36.0	36.0	32.0	36.0
36-37	33.79715897805756	36.0	36.0	36.0	32.0	36.0
38-39	33.77332632310505	36.0	36.0	36.0	29.5	36.0
40-41	33.72801485576352	36.0	36.0	36.0	27.0	36.0
42-43	33.700069823377234	36.0	36.0	36.0	27.0	36.0
44-45	33.63680743853973	36.0	36.0	36.0	27.0	36.0
46-47	33.60739456077854	36.0	36.0	36.0	27.0	36.0
48-49	33.54992012878948	36.0	36.0	36.0	27.0	36.0
50-51	33.47866684258925	36.0	36.0	36.0	27.0	36.0
52-53	33.42482951063105	36.0	36.0	36.0	27.0	36.0
54-55	33.373564333585435	36.0	36.0	36.0	27.0	36.0
56-57	33.309853396848986	36.0	36.0	36.0	27.0	36.0
58-59	33.262206438865114	36.0	36.0	36.0	27.0	36.0
60-61	33.23381011713475	36.0	36.0	36.0	27.0	36.0
62-63	33.22129559385743	36.0	36.0	36.0	27.0	36.0
64-65	33.18595780779299	36.0	36.0	36.0	27.0	36.0
66-67	33.159438553992004	36.0	34.0	36.0	27.0	36.0
68-69	33.12476031141793	36.0	32.0	36.0	27.0	36.0
70-71	33.112479330469924	36.0	32.0	36.0	27.0	36.0
72-73	33.17006498571662	36.0	32.0	36.0	27.0	36.0
74-75	33.68143172280199	36.0	36.0	36.0	29.5	36.0
76	34.402793694113505	36.0	32.0	36.0	32.0	36.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
11101	1	-0.001486026459271983
11101	2	0.006350530362727369
11101	3	0.12978400094621634
11101	4	0.13023678044670817
11101	5	0.003983319627892001
11101	6	0.09036978474786395
11101	7	0.05202346070826991
11101	8	-2.410541756745488E-4
11101	9	0.030405014827785237
11101	10-11	0.06452498287527675
11101	12-13	0.05993932556364001
11101	14-15	0.07578073389075257
11101	16-17	0.09519620906169735
11101	18-19	0.07566223375282277
11101	20-21	0.13264969554430905
11101	22-23	0.1653369851498354
11101	24-25	0.0650474612536982
11101	26-27	0.1952760866261869
11101	28-29	0.09409458108626723
11101	30-31	0.10280583979142222
11101	32-33	0.1266014553871173
11101	34-35	0.1417082095831148
11101	36-37	0.09601507697158951
11101	38-39	0.14543910518064962
11101	40-41	0.0893363381794714
11101	42-43	0.12145253175466308
11101	44-45	0.24795820931213797
11101	46-47	0.16928850630616665
11101	48-49	0.14323217347915573
11101	50-51	0.1840984628957898
11101	52-53	0.19420228526112027
11101	54-55	0.1729363370307766
11101	56-57	0.2676679160206987
11101	58-59	0.33924225068656
11101	60-61	0.4026402802068958
11101	62-63	0.2707522317823958
11101	64-65	0.3242054079626797
11101	66-67	0.23413750399824806
11101	68-69	0.2559257288297445
11101	70-71	0.18996006371435925
11101	72-73	0.21546729025039468
11101	74-75	0.1842178874537268
11101	76	0.2003714887782735
11102	1	-5.065050842851804E-4
11102	2	0.027544420411707904
11102	3	0.023581127240404953
11102	4	0.12035416346882855
11102	5	0.07107238823898498
11102	6	0.15064565907001537
11102	7	0.1487800004037183
11102	8	0.15427417744752603
11102	9	0.09873797438465459
11102	10-11	0.05709493710583757
11102	12-13	-0.01673520150551866
11102	14-15	0.040949174597244564
11102	16-17	0.06418020717137551
11102	18-19	0.09799643076910058
11102	20-21	0.0573501574702604
11102	22-23	0.04169147116991212
11102	24-25	0.11908019785789037
11102	26-27	0.04374976790574436
11102	28-29	0.13440676814227004
11102	30-31	0.08805581259468909
11102	32-33	0.08480139080250382
11102	34-35	0.12037096769208233
11102	36-37	0.08060765687960014
11102	38-39	0.06268164572845336
11102	40-41	0.12866105034787978
11102	42-43	0.14011449354850214
11102	44-45	0.09334501834933207
11102	46-47	0.044567081365627814
11102	48-49	0.15643911952847844
11102	50-51	0.19089363609642618
11102	52-53	0.22859431820621268
11102	54-55	0.2285529717070034
11102	56-57	0.20828750976752275
11102	58-59	0.2850055362839967
11102	60-61	0.21751917599976167
11102	62-63	0.14652744400954276
11102	64-65	0.19767552131399668
11102	66-67	0.12221588448211662
11102	68-69	0.15888652448125384
11102	70-71	0.10563674007541834
11102	72-73	0.10980815815086942
11102	74-75	0.10892708087764191
11102	76	0.06680423621875065
11103	1	-4.934969175387494E-4
11103	2	-0.026615228444313743
11103	3	0.025340864258179607
11103	4	-0.009819812357360291
11103	5	0.14734789748331067
11103	6	0.09727845170795746
11103	7	0.01594623331386913
11103	8	0.01213006103350267
11103	9	0.05359092978904556
11103	10-11	0.038299705204792645
11103	12-13	0.0639866738916055
11103	14-15	0.044238940258182424
11103	16-17	0.11489868645287515
11103	18-19	0.06752069102040537
11103	20-21	0.030700244110164476
11103	22-23	0.08786179241350567
11103	24-25	0.06569469043734699
11103	26-27	0.056925312702837516
11103	28-29	0.11369317670430235
11103	30-31	0.07702226298964376
11103	32-33	0.08371507661660615
11103	34-35	0.06545130980919112
11103	36-37	0.08046298551283826
11103	38-39	0.06896225722440619
11103	40-41	0.0940028472354868
11103	42-43	-0.0144081399622209
11103	44-45	0.11170776172868813
11103	46-47	0.09571718560069797
11103	48-49	0.12010767384424526
11103	50-51	0.080076829032933
11103	52-53	0.14697748616020334
11103	54-55	0.10117147328968912
11103	56-57	0.10260388377742657
11103	58-59	0.14609704220969633
11103	60-61	0.10980156812822628
11103	62-63	0.09449841828589456
11103	64-65	0.16390207726409756
11103	66-67	0.1150965005250697
11103	68-69	0.14100557100444178
11103	70-71	0.12835066486004365
11103	72-73	0.10440251806546286
11103	74-75	0.12458988448322117
11103	76	0.12377592578634022
11104	1	-0.0010188176084575673
11104	2	0.00462985504563207
11104	3	0.024914828054452443
11104	4	0.05557256721273873
11104	5	0.0819211010391463
11104	6	0.08281326004342304
11104	7	0.12012515757755438
11104	8	0.03749266306456178
11104	9	0.034738987194295134
11104	10-11	0.10706454211807426
11104	12-13	0.09457234646338719
11104	14-15	0.05788522039691202
11104	16-17	0.10456826652332296
11104	18-19	0.06889839848936674
11104	20-21	0.07940581110187139
11104	22-23	0.14210397019310506
11104	24-25	0.050570574132123625
11104	26-27	0.07543580535448058
11104	28-29	0.19206024809143685
11104	30-31	0.09595482792528998
11104	32-33	0.08324613929651292
11104	34-35	0.12901016470173943
11104	36-37	0.11758028118351405
11104	38-39	0.14399893178515555
11104	40-41	0.11241466026352498
11104	42-43	0.18615836150245002
11104	44-45	0.14532404031110957
11104	46-47	0.17406081491008507
11104	48-49	0.06266731013614191
11104	50-51	0.14824988315541532
11104	52-53	0.06060302593711242
11104	54-55	0.18190882278788933
11104	56-57	0.09245343354071878
11104	58-59	0.1597977437564353
11104	60-61	0.03344424861054307
11104	62-63	0.07720338907610369
11104	64-65	0.15472934372613167
11104	66-67	0.1444805816971666
11104	68-69	0.07225989824878809
11104	70-71	0.11760770023125389
11104	72-73	0.08323024675866719
11104	74-75	0.03446901044005557
11104	76	0.09692016662213376
11105	1	0.002008162728877494
11105	2	-0.0033986779702992465
11105	3	0.01493431221661723
11105	4	0.03286212803751809
11105	5	0.015545853206582194
11105	6	0.07405131208998483
11105	7	-0.015500791077762699
11105	8	0.12308272873825388
11105	9	0.028427492574735425
11105	10-11	0.06935107108397887
11105	12-13	0.03879383025688554
11105	14-15	0.027773499419623704
11105	16-17	0.029647227175267687
11105	18-19	0.006434321210122107
11105	20-21	0.030845573026226702
11105	22-23	0.02686689916600926
11105	24-25	0.022300504611344252
11105	26-27	0.06832738922765458
11105	28-29	0.0346209964121158
11105	30-31	0.012078902801896163
11105	32-33	0.029785416719946056
11105	34-35	0.01555318950183704
11105	36-37	0.07917970461849677
11105	38-39	0.015090807118362193
11105	40-41	0.10675755738596848
11105	42-43	0.07637230080950985
11105	44-45	0.025359979874487237
11105	46-47	0.026879104810170418
11105	48-49	0.06424289680833084
11105	50-51	0.058572082940628434
11105	52-53	0.15295865111367846
11105	54-55	0.03434756112766735
11105	56-57	0.07090296642257243
11105	58-59	-0.0033791802805822613
11105	60-61	0.030312287334190557
11105	62-63	0.19192270533101663
11105	64-65	0.13040158461147655
11105	66-67	0.04347512926183583
11105	68-69	0.01378929860518241
11105	70-71	0.045175161196148395
11105	72-73	0.06223673317165179
11105	74-75	0.051434279915206105
11105	76	0.10595960389814962
11106	1	0.0010662441935522793
11106	2	0.005386960083050951
11106	3	0.016681641276537817
11106	4	0.06497789583595903
11106	5	0.08938316666453616
11106	6	-0.0066196516599958954
11106	7	0.0048432756624450235
11106	8	0.03915836672815942
11106	9	-0.02529849902143866
11106	10-11	0.011819697024712639
11106	12-13	0.001943615658532849
11106	14-15	0.009795217383683053
11106	16-17	-0.03946951140814292
11106	18-19	-0.051945500883398665
11106	20-21	-0.02328649377592029
11106	22-23	-0.013928047520622044
11106	24-25	-0.019759308263509467
11106	26-27	-0.001977272368854699
11106	28-29	0.022268869498340393
11106	30-31	-0.035864570013721675
11106	32-33	-0.04733046850414979
11106	34-35	0.027991201216011063
11106	36-37	0.018050194168040434
11106	38-39	-0.012247168420891796
11106	40-41	0.05158932622013168
11106	42-43	0.058949696745578706
11106	44-45	-0.02932769142346814
11106	46-47	0.09435140436445266
11106	48-49	0.03492288084527928
11106	50-51	-0.011087141233787179
11106	52-53	0.009215239407524223
11106	54-55	-0.021288749211095137
11106	56-57	0.07483053668475748
11106	58-59	0.043209345092783735
11106	60-61	-0.02972240743371657
11106	62-63	0.029278648963298792
11106	64-65	0.021096878837923327
11106	66-67	0.08016811878779606
11106	68-69	0.07635349585507356
11106	70-71	0.054115669342003514
11106	72-73	-0.03761183583505101
11106	74-75	-0.06221078796051671
11106	76	-0.056154708419093424
11107	1	0.003704379256554091
11107	2	-0.08245311855383264
11107	3	0.017899396086679786
11107	4	0.11547681498269924
11107	5	-0.04563988134903596
11107	6	-0.025621075652225045
11107	7	0.06725030531366372
11107	8	-0.06288125480049445
11107	9	0.017921348484748023
11107	10-11	-0.006121536683373563
11107	12-13	0.04528522868167073
11107	14-15	0.0338077662363645
11107	16-17	0.025666740408084365
11107	18-19	0.10417409901925367
11107	20-21	0.018089673608947976
11107	22-23	0.053118005031080884
11107	24-25	-0.009164493916024696
11107	26-27	0.04403871128538839
11107	28-29	-0.04448787263702059
11107	30-31	0.01900493509229051
11107	32-33	0.012858682733671856
11107	34-35	0.09290068784634542
11107	36-37	0.056026067996540974
11107	38-39	0.015135677498555822
11107	40-41	0.09510146591228619
11107	42-43	0.059942306664687806
11107	44-45	-0.02435389089816198
11107	46-47	-0.055661885439086234
11107	48-49	0.03306666305009287
11107	50-51	0.05006608489323128
11107	52-53	0.055671765270425055
11107	54-55	0.07684484335796071
11107	56-57	0.019407094043941697
11107	58-59	-0.021944551242597754
11107	60-61	0.001995109276982987
11107	62-63	-0.026219564954530483
11107	64-65	0.08494389753566622
11107	66-67	0.03619502746397529
11107	68-69	-0.008597171611555154
11107	70-71	0.029507247078093712
11107	72-73	0.04418381567439411
11107	74-75	-0.0336317810406257
11107	76	-0.11574594040625641
11108	1	8.059803655129372E-4
11108	2	-0.06268692010585042
11108	3	0.02837781117331062
11108	4	0.016892862405285314
11108	5	0.03328370078952858
11108	6	0.03949563042909432
11108	7	0.05747443395678431
11108	8	-0.061282532338786666
11108	9	0.11350384252614987
11108	10-11	0.05083112398859413
11108	12-13	0.04003460437949968
11108	14-15	0.05289709024283695
11108	16-17	-0.01893225668287357
11108	18-19	-0.009777090011652945
11108	20-21	0.020865591080053036
11108	22-23	0.04831267657647942
11108	24-25	0.038427845880214306
11108	26-27	-0.014347576309283738
11108	28-29	0.017147137660700196
11108	30-31	0.02957373489250159
11108	32-33	0.007944765862298198
11108	34-35	0.027825195704139105
11108	36-37	0.04718839025577637
11108	38-39	0.041458701331386294
11108	40-41	0.04047864007151958
11108	42-43	0.08624088852357659
11108	44-45	0.05056801621731921
11108	46-47	0.11895019057865852
11108	48-49	0.16648432157539617
11108	50-51	0.02895084455795427
11108	52-53	-0.03848864547038744
11108	54-55	-0.05709873730343418
11108	56-57	-0.03798684542429953
11108	58-59	-0.0019085459085559364
11108	60-61	-0.05812010504174481
11108	62-63	-0.0585711005931131
11108	64-65	-0.004413335875646851
11108	66-67	-0.07545988345856358
11108	68-69	-0.035798174367350555
11108	70-71	-0.10915235966523085
11108	72-73	-0.05649159090830125
11108	74-75	-0.05193883069524219
11108	76	-0.0010222017654086812
11109	1	0.003536614078971212
11109	2	0.010652828566211525
11109	3	0.0728460027725184
11109	4	0.09665271865662461
11109	5	0.03367575182147675
11109	6	-0.027755356008540844
11109	7	0.04126247961458063
11109	8	0.008630871496983161
11109	9	0.063587461271716
11109	10-11	0.07786283732163923
11109	12-13	0.07798762691709982
11109	14-15	0.11042360301126308
11109	16-17	-0.05843868465215962
11109	18-19	0.01848957310073729
11109	20-21	0.06286950005788583
11109	22-23	-0.014212622196509983
11109	24-25	0.0500206358050832
11109	26-27	-0.0263294603290376
11109	28-29	0.00633874990228378
11109	30-31	0.0506112006820274
11109	32-33	0.034128644532906094
11109	34-35	0.019101250420675342
11109	36-37	0.018883011242913028
11109	38-39	0.03506621695360934
11109	40-41	0.10816739344375748
11109	42-43	0.12360838256551432
11109	44-45	0.10570564993512477
11109	46-47	0.023323841720838345
11109	48-49	-0.031179753244700237
11109	50-51	-0.04757903418182252
11109	52-53	0.0662238362798675
11109	54-55	0.05182727406052834
11109	56-57	0.05643361150790582
11109	58-59	0.008929534592255095
11109	60-61	-0.012577354530755258
11109	62-63	-0.06225645985865924
11109	64-65	-0.07344344537935399
11109	66-67	0.053826324641818246
11109	68-69	0.019985925608921207
11109	70-71	0.0057078536929893176
11109	72-73	0.03250709931169382
11109	74-75	-7.087679231929656E-4
11109	76	0.06710535156401676
11110	1	-6.526844223593287E-4
11110	2	0.02850304280251237
11110	3	-0.004487167500109024
11110	4	0.059112513401117894
11110	5	0.04487929772648158
11110	6	0.0661315902947095
11110	7	0.04623025953671345
11110	8	0.13881367333457462
11110	9	0.07917951812343915
